PT_FU_02,PT_N2_05,PT_GO2_04_1,PT_N2_19,PT_FU_01_1,PT_LO2_05,PT_N2_06,PT_GO2_03_1
-9.57517147064209,-1248.881591796875,-375.001708984375,-75.05684661865234,-500.0499572753906,-375.0654602050781,-374.9083251953125,-375.009033203125
5.2253642082214355,-1250.317626953125,-374.9401550292969,-74.98302459716797,-500.0499572753906,-375.3116149902344,-374.9698791503906,-374.7322692871094
2.8560476303100586,-1250.0098876953125,-375.0940246582031,-75.01378631591797,-500.0909729003906,-375.09625244140625,-375.123779296875,-375.0705261230469
10.210159301757812,-1251.1383056640625,-375.1863708496094,-74.95841979980469,-499.76287841796875,-375.0654602050781,-375.5239562988281,-375.009033203125
-8.713602066040039,-1249.2918701171875,-374.69390869140625,-74.95841979980469,-499.8448791503906,-375.3116149902344,-375.4931640625,-375.0397644042969
21.779808044433594,-1250.5228271484375,-375.0940246582031,-74.99533081054688,-499.9269104003906,-375.09625244140625,-374.9698791503906,-374.947509765625
17.564271926879883,-1248.881591796875,-374.7247009277344,-74.9522705078125,-499.55780029296875,-374.5423889160156,-374.4158020019531,-374.7015075683594
3.8099281787872314,-1250.420166015625,-375.001708984375,-74.98918151855469,-499.8448791503906,-375.0346984863281,-375.3392639160156,-375.3165283203125
12.887179374694824,-1250.6253662109375,-375.3094787597656,-75.00148010253906,-500.0089416503906,-374.91162109375,-374.84674072265625,-375.13201904296875
6.240785121917725,-1249.599609375,-374.8785705566406,-74.98302459716797,-499.8448791503906,-374.8500671386719,-374.81597900390625,-374.947509765625
24.826072692871094,-1251.1383056640625,-375.032470703125,-75.00148010253906,-499.9269104003906,-375.0039367675781,-375.0622253417969,-374.947509765625
4.609957218170166,-1250.420166015625,-375.032470703125,-74.98918151855469,-499.9269104003906,-375.0039367675781,-375.4623718261719,-375.1012878417969
2.732966184616089,-1250.0098876953125,-374.90936279296875,-74.99533081054688,-500.2140197753906,-375.3116149902344,-374.9698791503906,-374.7015075683594
-1.0825564861297607,-1250.93310546875,-375.2479248046875,-75.02608489990234,-499.8858947753906,-375.0039367675781,-374.9698791503906,-374.8860168457031
19.59511375427246,-1251.03564453125,-375.0940246582031,-75.01378631591797,-499.9269104003906,-374.91162109375,-375.123779296875,-375.0705261230469
18.21044921875,-1250.1124267578125,-375.0632629394531,-74.98918151855469,-499.9269104003906,-374.9423828125,-375.1545715332031,-375.009033203125
12.487165451049805,-1249.7021484375,-374.8785705566406,-74.9645767211914,-499.80389404296875,-374.880859375,-374.9698791503906,-374.947509765625
-4.713457107543945,-1249.8046875,-375.032470703125,-75.00763702392578,-500.0909729003906,-375.0039367675781,-374.8775329589844,-375.0397644042969
8.394709587097168,-1250.0098876953125,-375.15557861328125,-75.04454040527344,-500.0089416503906,-374.66546630859375,-374.9083251953125,-375.3780212402344
-4.344213008880615,-1250.1124267578125,-374.69390869140625,-74.9707260131836,-500.1730041503906,-375.3424072265625,-375.00067138671875,-375.0397644042969
-14.00610065460205,-1250.1124267578125,-375.001708984375,-75.01378631591797,-500.0499572753906,-375.0346984863281,-375.0622253417969,-375.0397644042969
1.071367621421814,-1249.7021484375,-374.90936279296875,-75.01378631591797,-500.2960205078125,-375.3424072265625,-375.0929870605469,-374.7322692871094
4.0868611335754395,-1250.0098876953125,-374.9709167480469,-74.98302459716797,-500.0909729003906,-375.3424072265625,-374.9390869140625,-374.6400146484375
-1.205637812614441,-1250.1124267578125,-375.032470703125,-75.00763702392578,-500.0089416503906,-374.97314453125,-374.8775329589844,-374.8860168457031
8.948575973510742,-1249.8046875,-375.15557861328125,-75.04454040527344,-500.3370361328125,-375.18853759765625,-375.00067138671875,-374.9167785644531
-15.606158256530762,-1248.6763916015625,-374.7554626464844,-75.01993560791016,-500.5010986328125,-375.0039367675781,-375.03143310546875,-374.947509765625
