TC_LO2_03,TC_GO2_04_1,TC_GO2_04_2,TC_FU_01,TC_GO2_05,TC_H2_03,TC_FU_02,TC_LO2_04,TC_GG_01,TC_FU_04,TC_FU_05,TC_N2_12_1,TC_LO2_05,TC_LO2_07
2297.50048828125,22.0122127532959,2297.50048828125,2297.50048828125,2297.50048828125,2297.50048828125,2297.50048828125,24.785240173339844,2297.50048828125,2297.50048828125,2297.50048828125,2297.50048828125,2297.50048828125,2297.50048828125
2297.25048828125,21.878252029418945,2297.25048828125,2297.25048828125,2297.25048828125,2297.25048828125,2297.25048828125,24.53116798400879,2297.25048828125,2297.25048828125,2297.25048828125,2297.25048828125,2297.25048828125,2297.25048828125
2297.418212890625,22.01123046875,2297.418212890625,2297.418212890625,2297.418212890625,2297.418212890625,2297.418212890625,24.729583740234375,2297.418212890625,2297.418212890625,2297.418212890625,2297.418212890625,2297.418212890625,2297.418212890625
2297.15478515625,21.91084098815918,2297.15478515625,2297.15478515625,2297.15478515625,2297.15478515625,2297.15478515625,24.457298278808594,2297.15478515625,2297.15478515625,2297.15478515625,2297.15478515625,2297.15478515625,2297.15478515625
2297.265869140625,21.87374496459961,2297.265869140625,2297.265869140625,2297.265869140625,2297.265869140625,2297.265869140625,24.600971221923828,2297.265869140625,2297.265869140625,2297.265869140625,2297.265869140625,2297.265869140625,2297.265869140625
2297.2294921875,21.919498443603516,2297.2294921875,2297.2294921875,2297.2294921875,2297.2294921875,2297.2294921875,24.621231079101562,2297.2294921875,2297.2294921875,2297.2294921875,2297.2294921875,2297.2294921875,2297.2294921875
2297.204345703125,21.80837059020996,2297.204345703125,2297.204345703125,2297.204345703125,2297.204345703125,2297.204345703125,24.661277770996094,2297.204345703125,2297.204345703125,2297.204345703125,2297.204345703125,2297.204345703125,2297.204345703125
2297.336181640625,21.87205696105957,2297.336181640625,2297.336181640625,2297.336181640625,2297.336181640625,2297.336181640625,24.647741317749023,2297.336181640625,2297.336181640625,2297.336181640625,2297.336181640625,2297.336181640625,2297.336181640625
2297.17041015625,21.81730842590332,2297.17041015625,2297.17041015625,2297.17041015625,2297.17041015625,2297.17041015625,24.538211822509766,2297.17041015625,2297.17041015625,2297.17041015625,2297.17041015625,2297.17041015625,2297.17041015625
2297.3330078125,21.927324295043945,2297.3330078125,2297.3330078125,2297.3330078125,2297.3330078125,2297.3330078125,24.647035598754883,2297.3330078125,2297.3330078125,2297.3330078125,2297.3330078125,2297.3330078125,2297.3330078125
2297.37158203125,21.87656021118164,2297.37158203125,2297.37158203125,2297.37158203125,2297.37158203125,2297.37158203125,24.72260093688965,2297.37158203125,2297.37158203125,2297.37158203125,2297.37158203125,2297.37158203125,2297.37158203125
2297.360595703125,21.909841537475586,2297.360595703125,2297.360595703125,2297.360595703125,2297.360595703125,2297.360595703125,24.785558700561523,2297.360595703125,2297.360595703125,2297.360595703125,2297.360595703125,2297.360595703125,2297.360595703125
