PT_N2_01,PT_N2_03,PT_N2_04,PT_N2_23,PT_GO2_01,PT_GO2_02,PT_H2_01,PT_H2_02,PT_GO2_04_2,PT_FU_05,PT_FU_06,PT_GO2_03_2
-84.21697235107422,-90.88652038574219,-65.81822967529297,-92.26642608642578,-74.32764434814453,-82.60708618164062,-54.54899597167969,-84.67694091796875,108.25556945800781,43.30222702026367,43.30222702026367,-285.3956604003906
-94.3362808227539,-87.43675231933594,-84.44696044921875,-87.20677185058594,-58.4587287902832,-70.41791534423828,-49.71932601928711,-82.60708618164062,108.25556945800781,43.30222702026367,43.30222702026367,-284.8720397949219
-63.97835159301758,-75.0176010131836,-71.10786437988281,-68.34805297851562,-64.66830444335938,-67.8880844116211,-64.66830444335938,-60.988555908203125,108.25556945800781,43.30222702026367,43.30222702026367,-285.79608154296875
-58.68871307373047,-74.09766387939453,-74.32764434814453,-66.04821014404297,-78.23738098144531,-56.15888595581055,-56.15888595581055,-70.87788391113281,108.25556945800781,43.30222702026367,43.30222702026367,-284.6410217285156
-84.21697235107422,-61.21854019165039,-65.58824157714844,-78.00739288330078,-44.65966796875,-74.32764434814453,-51.0992317199707,-65.58824157714844,108.25556945800781,43.30222702026367,43.30222702026367,-284.6872253417969
-53.85904312133789,-85.59687805175781,-61.21854019165039,-72.02780151367188,-45.80958938598633,-72.71775817871094,-57.99876022338867,-70.41791534423828,108.25556945800781,43.30222702026367,43.30222702026367,-284.8874206542969
-53.39907455444336,-66.5081787109375,-62.82843017578125,-88.81665802001953,-57.768775939941406,-63.28839874267578,-38.22010803222656,-57.53879165649414,108.25556945800781,43.30222702026367,43.30222702026367,-283.5013732910156
-69.72795867919922,-51.7891845703125,-77.31744384765625,-68.11807250976562,-64.20833587646484,-52.019168853759766,-68.57804107666016,-57.308807373046875,108.25556945800781,43.30222702026367,43.30222702026367,-284.10198974609375
-75.2475814819336,-70.64789581298828,-71.56783294677734,-57.99876022338867,-50.409278869628906,-60.988555908203125,-52.70912170410156,-74.55763244628906,108.25556945800781,43.30222702026367,43.30222702026367,-285.5034484863281
-73.17772674560547,-79.84727478027344,-54.77898025512695,-76.16751861572266,-50.409278869628906,-72.94773864746094,-62.13847732543945,-80.53722381591797,108.25556945800781,43.30222702026367,43.30222702026367,-284.74884033203125
-89.04664611816406,-71.79782104492188,-72.94773864746094,-75.93753814697266,-82.1471176147461,-60.988555908203125,-64.20833587646484,-78.23738098144531,108.25556945800781,43.30222702026367,43.30222702026367,-285.1184387207031
-86.05684661865234,-70.64789581298828,-77.77741241455078,-89.7365951538086,-65.35826110839844,-89.96658325195312,-56.15888595581055,-75.70755004882812,108.25556945800781,43.30222702026367,43.30222702026367,-284.74884033203125
-70.18792724609375,-84.67694091796875,-67.42811584472656,-97.32608032226562,-81.68714904785156,-86.7468032836914,-67.19813537597656,-64.43832397460938,108.25556945800781,43.30222702026367,43.30222702026367,-285.98089599609375
-84.67694091796875,-73.17772674560547,-66.96814727783203,-82.3770980834961,-60.29860305786133,-69.72795867919922,-72.4877700805664,-67.42811584472656,108.25556945800781,43.30222702026367,43.30222702026367,-285.41107177734375
-89.27662658691406,-97.0960922241211,-67.19813537597656,-103.07568359375,-74.32764434814453,-84.21697235107422,-75.70755004882812,-86.05684661865234,108.25556945800781,43.30222702026367,43.30222702026367,-284.6102294921875
-86.7468032836914,-89.96658325195312,-76.62748718261719,-89.96658325195312,-90.19656372070312,-68.80802154541016,-83.75700378417969,-87.43675231933594,108.25556945800781,43.30222702026367,43.30222702026367,-285.2108459472656
